cid,cntry,dwh_create_date
AW00021960,Australia,2024-12-30 14:06:37.1400000
AW00021961,Australia,2024-12-30 14:06:37.1400000
AW00021962,Australia,2024-12-30 14:06:37.1400000
AW00021963,Australia,2024-12-30 14:06:37.1400000
AW00021964,Australia,2024-12-30 14:06:37.1400000
AW00021965,Australia,2024-12-30 14:06:37.1400000
AW00021966,Australia,2024-12-30 14:06:37.1400000
AW00021967,Australia,2024-12-30 14:06:37.1400000
AW00021968,Australia,2024-12-30 14:06:37.1400000
AW00021969,Australia,2024-12-30 14:06:37.1400000
AW00021970,Australia,2024-12-30 14:06:37.1400000
AW00021971,Australia,2024-12-30 14:06:37.1400000
AW00021972,Australia,2024-12-30 14:06:37.1400000
AW00021973,Australia,2024-12-30 14:06:37.1400000
AW00021974,Australia,2024-12-30 14:06:37.1400000
AW00021975,Australia,2024-12-30 14:06:37.1400000
AW00021976,Australia,2024-12-30 14:06:37.1400000
AW00021977,Australia,2024-12-30 14:06:37.1400000
AW00021978,Australia,2024-12-30 14:06:37.1400000
AW00021979,Australia,2024-12-30 14:06:37.1400000
AW00021980,Australia,2024-12-30 14:06:37.1400000
AW00021981,Australia,2024-12-30 14:06:37.1400000
AW00021982,Australia,2024-12-30 14:06:37.1400000
AW00021983,Australia,2024-12-30 14:06:37.1400000
AW00021984,Australia,2024-12-30 14:06:37.1400000
AW00021985,Australia,2024-12-30 14:06:37.1400000
AW00021986,Australia,2024-12-30 14:06:37.1400000
AW00021987,Australia,2024-12-30 14:06:37.1400000
AW00021988,Australia,2024-12-30 14:06:37.1400000
AW00021989,Australia,2024-12-30 14:06:37.1400000
AW00021990,Australia,2024-12-30 14:06:37.1400000
AW00021991,Australia,2024-12-30 14:06:37.1400000
AW00021992,Australia,2024-12-30 14:06:37.1400000
AW00021993,Australia,2024-12-30 14:06:37.1400000
AW00021994,Australia,2024-12-30 14:06:37.1400000
AW00021995,Australia,2024-12-30 14:06:37.1400000
AW00021996,Australia,2024-12-30 14:06:37.1400000
AW00021997,Australia,2024-12-30 14:06:37.1400000
AW00021998,Australia,2024-12-30 14:06:37.1400000
AW00021999,Australia,2024-12-30 14:06:37.1400000
AW00022000,Australia,2024-12-30 14:06:37.1400000
AW00022001,Australia,2024-12-30 14:06:37.1400000
AW00022002,Australia,2024-12-30 14:06:37.1400000
AW00022003,Australia,2024-12-30 14:06:37.1400000
AW00022004,Australia,2024-12-30 14:06:37.1400000
AW00022005,Australia,2024-12-30 14:06:37.1400000
AW00022006,Australia,2024-12-30 14:06:37.1400000
AW00022007,United States,2024-12-30 14:06:37.1400000
AW00022008,Canada,2024-12-30 14:06:37.1400000
AW00022009,United States,2024-12-30 14:06:37.1400000
AW00022010,United States,2024-12-30 14:06:37.1400000
AW00022011,United States,2024-12-30 14:06:37.1400000
AW00022012,United States,2024-12-30 14:06:37.1400000
AW00022013,United States,2024-12-30 14:06:37.1400000
AW00022014,Canada,2024-12-30 14:06:37.1400000
AW00022015,Canada,2024-12-30 14:06:37.1400000
AW00022016,United States,2024-12-30 14:06:37.1400000
AW00022017,Australia,2024-12-30 14:06:37.1400000
AW00022018,Australia,2024-12-30 14:06:37.1400000
AW00022019,Canada,2024-12-30 14:06:37.1400000
AW00022020,Australia,2024-12-30 14:06:37.1400000
AW00022021,United States,2024-12-30 14:06:37.1400000
AW00022022,United States,2024-12-30 14:06:37.1400000
AW00022023,United States,2024-12-30 14:06:37.1400000
AW00022024,United States,2024-12-30 14:06:37.1400000
AW00022025,United States,2024-12-30 14:06:37.1400000
AW00022026,Canada,2024-12-30 14:06:37.1400000
AW00022027,Canada,2024-12-30 14:06:37.1400000
AW00022028,Australia,2024-12-30 14:06:37.1400000
AW00022029,Australia,2024-12-30 14:06:37.1400000
AW00022030,Australia,2024-12-30 14:06:37.1400000
AW00022031,Australia,2024-12-30 14:06:37.1400000
AW00022032,Australia,2024-12-30 14:06:37.1400000
AW00022033,Australia,2024-12-30 14:06:37.1400000
AW00022034,United States,2024-12-30 14:06:37.1400000
AW00022035,United States,2024-12-30 14:06:37.1400000
AW00022036,United States,2024-12-30 14:06:37.1400000
AW00022037,United States,2024-12-30 14:06:37.1400000
AW00022038,United States,2024-12-30 14:06:37.1400000
AW00022039,United States,2024-12-30 14:06:37.1400000
AW00022040,United States,2024-12-30 14:06:37.1400000
AW00022041,Canada,2024-12-30 14:06:37.1400000
AW00022042,United States,2024-12-30 14:06:37.1400000
AW00022043,United States,2024-12-30 14:06:37.1400000
AW00022044,United States,2024-12-30 14:06:37.1400000
AW00022045,United States,2024-12-30 14:06:37.1400000
AW00022046,United States,2024-12-30 14:06:37.1400000
AW00022047,United States,2024-12-30 14:06:37.1400000
AW00022048,United States,2024-12-30 14:06:37.1400000
AW00022049,United States,2024-12-30 14:06:37.1400000
AW00022050,Canada,2024-12-30 14:06:37.1400000
AW00022051,United States,2024-12-30 14:06:37.1400000
AW00022052,United States,2024-12-30 14:06:37.1400000
AW00022053,United States,2024-12-30 14:06:37.1400000
AW00022054,United States,2024-12-30 14:06:37.1400000
AW00022055,United States,2024-12-30 14:06:37.1400000
AW00022056,United States,2024-12-30 14:06:37.1400000
AW00022057,United States,2024-12-30 14:06:37.1400000
AW00022058,Canada,2024-12-30 14:06:37.1400000
AW00022059,Canada,2024-12-30 14:06:37.1400000
AW00022060,United States,2024-12-30 14:06:37.1400000
AW00022061,United States,2024-12-30 14:06:37.1400000
AW00022062,United States,2024-12-30 14:06:37.1400000
AW00022063,Australia,2024-12-30 14:06:37.1400000
AW00022064,Australia,2024-12-30 14:06:37.1400000
AW00022065,Australia,2024-12-30 14:06:37.1400000
AW00022066,United States,2024-12-30 14:06:37.1400000
AW00022067,United States,2024-12-30 14:06:37.1400000
AW00022068,United States,2024-12-30 14:06:37.1400000
AW00022069,United States,2024-12-30 14:06:37.1400000
AW00022070,United States,2024-12-30 14:06:37.1400000
AW00022071,United States,2024-12-30 14:06:37.1400000
AW00022072,United States,2024-12-30 14:06:37.1400000
AW00022073,United States,2024-12-30 14:06:37.1400000
AW00022074,United States,2024-12-30 14:06:37.1400000
AW00022075,United States,2024-12-30 14:06:37.1400000
AW00022076,United States,2024-12-30 14:06:37.1400000
AW00022077,United States,2024-12-30 14:06:37.1400000
AW00022078,United States,2024-12-30 14:06:37.1400000
AW00022079,Canada,2024-12-30 14:06:37.1400000
AW00022080,Canada,2024-12-30 14:06:37.1400000
AW00022081,United States,2024-12-30 14:06:37.1400000
AW00022082,United States,2024-12-30 14:06:37.1400000
AW00022083,United States,2024-12-30 14:06:37.1400000
AW00022084,United States,2024-12-30 14:06:37.1400000
AW00022085,United States,2024-12-30 14:06:37.1400000
AW00022086,United States,2024-12-30 14:06:37.1400000
AW00022087,United States,2024-12-30 14:06:37.1400000
AW00022088,United States,2024-12-30 14:06:37.1400000
AW00022089,United States,2024-12-30 14:06:37.1400000
AW00022090,United States,2024-12-30 14:06:37.1400000
AW00022091,United States,2024-12-30 14:06:37.1400000
AW00022092,United States,2024-12-30 14:06:37.1400000
AW00022093,United States,2024-12-30 14:06:37.1400000
AW00022094,United States,2024-12-30 14:06:37.1400000
AW00022095,Canada,2024-12-30 14:06:37.1400000
AW00022096,United States,2024-12-30 14:06:37.1400000
AW00022097,Canada,2024-12-30 14:06:37.1400000
AW00022098,United States,2024-12-30 14:06:37.1400000
AW00022099,United States,2024-12-30 14:06:37.1400000
AW00022100,Canada,2024-12-30 14:06:37.1400000
AW00022101,United States,2024-12-30 14:06:37.1400000
AW00022102,United States,2024-12-30 14:06:37.1400000
AW00022103,United States,2024-12-30 14:06:37.1400000
AW00022104,United States,2024-12-30 14:06:37.1400000
AW00022105,United States,2024-12-30 14:06:37.1400000
AW00022106,United States,2024-12-30 14:06:37.1400000
AW00022107,Canada,2024-12-30 14:06:37.1400000
AW00022108,United States,2024-12-30 14:06:37.1400000
AW00022109,Canada,2024-12-30 14:06:37.1400000
AW00022110,United States,2024-12-30 14:06:37.1400000
AW00022111,United States,2024-12-30 14:06:37.1400000
AW00022112,Canada,2024-12-30 14:06:37.1400000
AW00022113,United States,2024-12-30 14:06:37.1400000
AW00022114,Canada,2024-12-30 14:06:37.1400000
AW00022115,United States,2024-12-30 14:06:37.1400000
AW00022116,United States,2024-12-30 14:06:37.1400000
AW00022117,Canada,2024-12-30 14:06:37.1400000
AW00022118,Canada,2024-12-30 14:06:37.1400000
AW00022119,United States,2024-12-30 14:06:37.1400000
AW00022120,Canada,2024-12-30 14:06:37.1400000
AW00022121,Canada,2024-12-30 14:06:37.1400000
AW00022122,United States,2024-12-30 14:06:37.1400000
AW00022123,United States,2024-12-30 14:06:37.1400000
AW00022124,United States,2024-12-30 14:06:37.1400000
AW00022125,United States,2024-12-30 14:06:37.1400000
AW00022126,United States,2024-12-30 14:06:37.1400000
AW00022127,United States,2024-12-30 14:06:37.1400000
AW00022128,Canada,2024-12-30 14:06:37.1400000
AW00022129,United States,2024-12-30 14:06:37.1400000
AW00022130,United States,2024-12-30 14:06:37.1400000
AW00022131,United States,2024-12-30 14:06:37.1400000
AW00022132,United States,2024-12-30 14:06:37.1400000
AW00022133,United States,2024-12-30 14:06:37.1400000
AW00022134,United States,2024-12-30 14:06:37.1400000
AW00022135,United States,2024-12-30 14:06:37.1400000
AW00022136,United States,2024-12-30 14:06:37.1400000
AW00022137,United States,2024-12-30 14:06:37.1400000
AW00022138,United States,2024-12-30 14:06:37.1400000
AW00022139,United States,2024-12-30 14:06:37.1400000
AW00022140,United States,2024-12-30 14:06:37.1400000
AW00022141,Canada,2024-12-30 14:06:37.1400000
AW00022142,United States,2024-12-30 14:06:37.1400000
AW00022143,Canada,2024-12-30 14:06:37.1400000
AW00022144,Canada,2024-12-30 14:06:37.1400000
AW00022145,United States,2024-12-30 14:06:37.1400000
AW00022146,United States,2024-12-30 14:06:37.1400000
AW00022147,Australia,2024-12-30 14:06:37.1400000
AW00022148,Australia,2024-12-30 14:06:37.1400000
AW00022149,Australia,2024-12-30 14:06:37.1400000
AW00022150,Australia,2024-12-30 14:06:37.1400000
AW00022151,Australia,2024-12-30 14:06:37.1400000
AW00022152,United States,2024-12-30 14:06:37.1400000
AW00022153,United States,2024-12-30 14:06:37.1400000
AW00022154,Canada,2024-12-30 14:06:37.1400000
AW00022155,Australia,2024-12-30 14:06:37.1400000
AW00022156,Australia,2024-12-30 14:06:37.1400000
AW00022157,United States,2024-12-30 14:06:37.1400000
AW00022158,United States,2024-12-30 14:06:37.1400000
AW00022159,United States,2024-12-30 14:06:37.1400000
AW00022160,United States,2024-12-30 14:06:37.1400000
AW00022161,United States,2024-12-30 14:06:37.1400000
AW00022162,United States,2024-12-30 14:06:37.1400000
AW00022163,United States,2024-12-30 14:06:37.1400000
AW00022164,United States,2024-12-30 14:06:37.1400000
AW00022165,United States,2024-12-30 14:06:37.1400000
AW00022166,United States,2024-12-30 14:06:37.1400000
AW00022167,Australia,2024-12-30 14:06:37.1400000
AW00022168,Australia,2024-12-30 14:06:37.1400000
AW00022169,Australia,2024-12-30 14:06:37.1400000
AW00022170,Australia,2024-12-30 14:06:37.1400000
AW00022171,Australia,2024-12-30 14:06:37.1400000
AW00022172,Australia,2024-12-30 14:06:37.1400000
AW00022173,Australia,2024-12-30 14:06:37.1400000
AW00022174,Australia,2024-12-30 14:06:37.1400000
AW00022175,Australia,2024-12-30 14:06:37.1400000
AW00022176,Australia,2024-12-30 14:06:37.1400000
AW00022177,Australia,2024-12-30 14:06:37.1400000
AW00022178,Australia,2024-12-30 14:06:37.1400000
AW00022179,Australia,2024-12-30 14:06:37.1400000
AW00022180,Australia,2024-12-30 14:06:37.1400000
AW00022181,Australia,2024-12-30 14:06:37.1400000
AW00022182,Canada,2024-12-30 14:06:37.1400000
AW00022183,United States,2024-12-30 14:06:37.1400000
AW00022184,United States,2024-12-30 14:06:37.1400000
AW00022185,United States,2024-12-30 14:06:37.1400000
AW00022186,United States,2024-12-30 14:06:37.1400000
AW00022187,United States,2024-12-30 14:06:37.1400000
AW00022188,United States,2024-12-30 14:06:37.1400000
AW00022189,United States,2024-12-30 14:06:37.1400000
AW00022190,United States,2024-12-30 14:06:37.1400000
AW00022191,United States,2024-12-30 14:06:37.1400000
AW00022192,United States,2024-12-30 14:06:37.1400000
AW00022193,Australia,2024-12-30 14:06:37.1400000
AW00022194,Australia,2024-12-30 14:06:37.1400000
AW00022195,Australia,2024-12-30 14:06:37.1400000
AW00022196,Australia,2024-12-30 14:06:37.1400000
AW00022197,Australia,2024-12-30 14:06:37.1400000
AW00022198,Australia,2024-12-30 14:06:37.1400000
AW00022199,Australia,2024-12-30 14:06:37.1400000
AW00022200,Australia,2024-12-30 14:06:37.1400000
AW00022201,Australia,2024-12-30 14:06:37.1400000
AW00022202,Australia,2024-12-30 14:06:37.1400000
AW00022203,Australia,2024-12-30 14:06:37.1400000
AW00022204,Australia,2024-12-30 14:06:37.1400000
AW00022205,Australia,2024-12-30 14:06:37.1400000
AW00022206,Australia,2024-12-30 14:06:37.1400000
AW00022207,Australia,2024-12-30 14:06:37.1400000
AW00022208,Australia,2024-12-30 14:06:37.1400000
AW00022209,Australia,2024-12-30 14:06:37.1400000
AW00022210,Australia,2024-12-30 14:06:37.1400000
AW00022211,United States,2024-12-30 14:06:37.1400000
AW00022212,Australia,2024-12-30 14:06:37.1400000
AW00022213,Australia,2024-12-30 14:06:37.1400000
AW00022214,Australia,2024-12-30 14:06:37.1400000
AW00022215,United States,2024-12-30 14:06:37.1400000
AW00022216,United States,2024-12-30 14:06:37.1400000
AW00022217,Canada,2024-12-30 14:06:37.1400000
AW00022218,United States,2024-12-30 14:06:37.1400000
AW00022219,Canada,2024-12-30 14:06:37.1400000
AW00022220,United States,2024-12-30 14:06:37.1400000
AW00022221,United States,2024-12-30 14:06:37.1400000
AW00022222,United States,2024-12-30 14:06:37.1400000
AW00022223,United States,2024-12-30 14:06:37.1400000
AW00022224,United States,2024-12-30 14:06:37.1400000
AW00022225,United States,2024-12-30 14:06:37.1400000
AW00022226,United States,2024-12-30 14:06:37.1400000
AW00022227,United States,2024-12-30 14:06:37.1400000
AW00022228,United States,2024-12-30 14:06:37.1400000
AW00022229,United States,2024-12-30 14:06:37.1400000
AW00022230,Canada,2024-12-30 14:06:37.1400000
AW00022231,United States,2024-12-30 14:06:37.1400000
AW00022232,Canada,2024-12-30 14:06:37.1400000
AW00022233,Canada,2024-12-30 14:06:37.1400000
AW00022234,Canada,2024-12-30 14:06:37.1400000
AW00022235,United States,2024-12-30 14:06:37.1400000
AW00022236,United States,2024-12-30 14:06:37.1400000
AW00022237,United States,2024-12-30 14:06:37.1400000
AW00022238,United States,2024-12-30 14:06:37.1400000
AW00022239,United States,2024-12-30 14:06:37.1400000
AW00022240,United States,2024-12-30 14:06:37.1400000
AW00022241,United States,2024-12-30 14:06:37.1400000
AW00022242,United States,2024-12-30 14:06:37.1400000
AW00022243,United States,2024-12-30 14:06:37.1400000
AW00022244,United States,2024-12-30 14:06:37.1400000
AW00022245,United States,2024-12-30 14:06:37.1400000
AW00022246,United States,2024-12-30 14:06:37.1400000
AW00022247,Canada,2024-12-30 14:06:37.1400000
AW00022248,United States,2024-12-30 14:06:37.1400000
AW00022249,United States,2024-12-30 14:06:37.1400000
AW00022250,United States,2024-12-30 14:06:37.1400000
AW00022251,Canada,2024-12-30 14:06:37.1400000
AW00022252,Canada,2024-12-30 14:06:37.1400000
AW00022253,United States,2024-12-30 14:06:37.1400000
AW00022254,United States,2024-12-30 14:06:37.1400000
AW00022255,United States,2024-12-30 14:06:37.1400000
AW00022256,United States,2024-12-30 14:06:37.1400000
AW00022257,United States,2024-12-30 14:06:37.1400000
AW00022258,United States,2024-12-30 14:06:37.1400000
AW00022259,United States,2024-12-30 14:06:37.1400000
AW00022260,United States,2024-12-30 14:06:37.1400000
AW00022261,United States,2024-12-30 14:06:37.1400000
AW00022262,United States,2024-12-30 14:06:37.1400000
AW00022263,United States,2024-12-30 14:06:37.1400000
AW00022264,Canada,2024-12-30 14:06:37.1400000
AW00022265,Canada,2024-12-30 14:06:37.1400000
AW00022266,United States,2024-12-30 14:06:37.1400000
AW00022267,Canada,2024-12-30 14:06:37.1400000
AW00022268,Canada,2024-12-30 14:06:37.1400000
AW00022269,United States,2024-12-30 14:06:37.1400000
AW00022270,United States,2024-12-30 14:06:37.1400000
AW00022271,United States,2024-12-30 14:06:37.1400000
AW00022272,United States,2024-12-30 14:06:37.1400000
AW00022273,United States,2024-12-30 14:06:37.1400000
AW00022274,United States,2024-12-30 14:06:37.1400000
AW00022275,United States,2024-12-30 14:06:37.1400000
AW00022276,United States,2024-12-30 14:06:37.1400000
AW00022277,United States,2024-12-30 14:06:37.1400000
AW00022278,Canada,2024-12-30 14:06:37.1400000
AW00022279,United States,2024-12-30 14:06:37.1400000
AW00022280,United States,2024-12-30 14:06:37.1400000
AW00022281,United States,2024-12-30 14:06:37.1400000
AW00022282,United States,2024-12-30 14:06:37.1400000
AW00022283,United States,2024-12-30 14:06:37.1400000
AW00022284,United States,2024-12-30 14:06:37.1400000
AW00022285,Canada,2024-12-30 14:06:37.1400000
AW00022286,United States,2024-12-30 14:06:37.1400000
AW00022287,United States,2024-12-30 14:06:37.1400000
AW00022288,United States,2024-12-30 14:06:37.1400000
AW00022289,United States,2024-12-30 14:06:37.1400000
AW00022290,United States,2024-12-30 14:06:37.1400000
AW00022291,United States,2024-12-30 14:06:37.1400000
AW00022292,United States,2024-12-30 14:06:37.1400000
AW00022293,United States,2024-12-30 14:06:37.1400000
AW00022294,United States,2024-12-30 14:06:37.1400000
AW00022295,United States,2024-12-30 14:06:37.1400000
AW00022296,United States,2024-12-30 14:06:37.1400000
AW00022297,United States,2024-12-30 14:06:37.1400000
AW00022298,United States,2024-12-30 14:06:37.1400000
AW00022299,Canada,2024-12-30 14:06:37.1400000
AW00022300,United States,2024-12-30 14:06:37.1400000
AW00022301,United States,2024-12-30 14:06:37.1400000
AW00022302,United Kingdom,2024-12-30 14:06:37.1400000
AW00022303,France,2024-12-30 14:06:37.1400000
AW00022304,United Kingdom,2024-12-30 14:06:37.1400000
AW00022305,United Kingdom,2024-12-30 14:06:37.1400000
AW00022306,France,2024-12-30 14:06:37.1400000
AW00022307,Germany,2024-12-30 14:06:37.1400000
AW00022308,United Kingdom,2024-12-30 14:06:37.1400000
AW00022309,United Kingdom,2024-12-30 14:06:37.1400000
AW00022310,Germany,2024-12-30 14:06:37.1400000
AW00022311,United Kingdom,2024-12-30 14:06:37.1400000
AW00022312,France,2024-12-30 14:06:37.1400000
AW00022313,United Kingdom,2024-12-30 14:06:37.1400000
AW00022314,France,2024-12-30 14:06:37.1400000
AW00022315,United Kingdom,2024-12-30 14:06:37.1400000
AW00022316,France,2024-12-30 14:06:37.1400000
AW00022317,Germany,2024-12-30 14:06:37.1400000
AW00022318,Germany,2024-12-30 14:06:37.1400000
AW00022319,France,2024-12-30 14:06:37.1400000
AW00022320,United Kingdom,2024-12-30 14:06:37.1400000
AW00022321,United Kingdom,2024-12-30 14:06:37.1400000
AW00022322,France,2024-12-30 14:06:37.1400000
AW00022323,France,2024-12-30 14:06:37.1400000
AW00022324,France,2024-12-30 14:06:37.1400000
AW00022325,United Kingdom,2024-12-30 14:06:37.1400000
AW00022326,United States,2024-12-30 14:06:37.1400000
AW00022327,United States,2024-12-30 14:06:37.1400000
AW00022328,United States,2024-12-30 14:06:37.1400000
AW00022329,United States,2024-12-30 14:06:37.1400000
AW00022330,United States,2024-12-30 14:06:37.1400000
AW00022331,United States,2024-12-30 14:06:37.1400000
AW00022332,Canada,2024-12-30 14:06:37.1400000
AW00022333,United States,2024-12-30 14:06:37.1400000
AW00022334,United States,2024-12-30 14:06:37.1400000
AW00022335,United States,2024-12-30 14:06:37.1400000
AW00022336,United States,2024-12-30 14:06:37.1400000
AW00022337,United States,2024-12-30 14:06:37.1400000
AW00022338,United States,2024-12-30 14:06:37.1400000
AW00022339,United States,2024-12-30 14:06:37.1400000
AW00022340,United States,2024-12-30 14:06:37.1400000
AW00022341,United States,2024-12-30 14:06:37.1400000
AW00022342,United States,2024-12-30 14:06:37.1400000
AW00022343,United States,2024-12-30 14:06:37.1400000
AW00022344,United States,2024-12-30 14:06:37.1400000
AW00022345,United States,2024-12-30 14:06:37.1400000
AW00022346,United States,2024-12-30 14:06:37.1400000
AW00022347,United States,2024-12-30 14:06:37.1400000
AW00022348,United States,2024-12-30 14:06:37.1400000
AW00022349,Canada,2024-12-30 14:06:37.1400000
AW00022350,United States,2024-12-30 14:06:37.1400000
AW00022351,United States,2024-12-30 14:06:37.1400000
AW00022352,United States,2024-12-30 14:06:37.1400000
AW00022353,Canada,2024-12-30 14:06:37.1400000
AW00022354,Canada,2024-12-30 14:06:37.1400000
AW00022355,United States,2024-12-30 14:06:37.1400000
AW00022356,United States,2024-12-30 14:06:37.1400000
AW00022357,United States,2024-12-30 14:06:37.1400000
AW00022358,United States,2024-12-30 14:06:37.1400000
AW00022359,Canada,2024-12-30 14:06:37.1400000
AW00022360,United States,2024-12-30 14:06:37.1400000
AW00022361,United States,2024-12-30 14:06:37.1400000
AW00022362,United States,2024-12-30 14:06:37.1400000
AW00022363,Canada,2024-12-30 14:06:37.1400000
AW00022364,United States,2024-12-30 14:06:37.1400000
AW00022365,United States,2024-12-30 14:06:37.1400000
AW00022366,Canada,2024-12-30 14:06:37.1400000
AW00022367,United States,2024-12-30 14:06:37.1400000
AW00022368,United States,2024-12-30 14:06:37.1400000
AW00022369,United States,2024-12-30 14:06:37.1400000
AW00022370,United States,2024-12-30 14:06:37.1400000
AW00022371,Canada,2024-12-30 14:06:37.1400000
AW00022372,United States,2024-12-30 14:06:37.1400000
AW00022373,Canada,2024-12-30 14:06:37.1400000
AW00022374,United States,2024-12-30 14:06:37.1400000
AW00022375,United States,2024-12-30 14:06:37.1400000
AW00022376,United States,2024-12-30 14:06:37.1400000
AW00022377,France,2024-12-30 14:06:37.1400000
AW00022378,France,2024-12-30 14:06:37.1400000
AW00022379,France,2024-12-30 14:06:37.1400000
AW00022380,Germany,2024-12-30 14:06:37.1400000
AW00022381,Germany,2024-12-30 14:06:37.1400000
AW00022382,United Kingdom,2024-12-30 14:06:37.1400000
AW00022383,United Kingdom,2024-12-30 14:06:37.1400000
AW00022384,Germany,2024-12-30 14:06:37.1400000
AW00022385,United Kingdom,2024-12-30 14:06:37.1400000
AW00022386,Germany,2024-12-30 14:06:37.1400000
AW00022387,Germany,2024-12-30 14:06:37.1400000
AW00022388,United Kingdom,2024-12-30 14:06:37.1400000
AW00022389,Germany,2024-12-30 14:06:37.1400000
AW00022390,Germany,2024-12-30 14:06:37.1400000
AW00022391,Germany,2024-12-30 14:06:37.1400000
AW00022392,France,2024-12-30 14:06:37.1400000
AW00022393,Germany,2024-12-30 14:06:37.1400000
AW00022394,France,2024-12-30 14:06:37.1400000
AW00022395,France,2024-12-30 14:06:37.1400000
AW00022396,United Kingdom,2024-12-30 14:06:37.1400000
AW00022397,France,2024-12-30 14:06:37.1400000
AW00022398,Germany,2024-12-30 14:06:37.1400000
AW00022399,Australia,2024-12-30 14:06:37.1400000
AW00022400,Australia,2024-12-30 14:06:37.1400000
AW00022401,Australia,2024-12-30 14:06:37.1400000
AW00022402,Australia,2024-12-30 14:06:37.1400000
AW00022403,Australia,2024-12-30 14:06:37.1400000
AW00022404,Australia,2024-12-30 14:06:37.1400000
AW00022405,Australia,2024-12-30 14:06:37.1400000
AW00022406,Australia,2024-12-30 14:06:37.1400000
AW00022407,Australia,2024-12-30 14:06:37.1400000
AW00022408,Australia,2024-12-30 14:06:37.1400000
AW00022409,Australia,2024-12-30 14:06:37.1400000
AW00022410,Australia,2024-12-30 14:06:37.1400000
AW00022411,Australia,2024-12-30 14:06:37.1400000
AW00022412,Australia,2024-12-30 14:06:37.1400000
AW00022413,France,2024-12-30 14:06:37.1400000
AW00022414,Germany,2024-12-30 14:06:37.1400000
AW00022415,Germany,2024-12-30 14:06:37.1400000
AW00022416,United Kingdom,2024-12-30 14:06:37.1400000
AW00022417,France,2024-12-30 14:06:37.1400000
AW00022418,United Kingdom,2024-12-30 14:06:37.1400000
AW00022419,France,2024-12-30 14:06:37.1400000
AW00022420,France,2024-12-30 14:06:37.1400000
AW00022421,United Kingdom,2024-12-30 14:06:37.1400000
AW00022422,United Kingdom,2024-12-30 14:06:37.1400000
AW00022423,France,2024-12-30 14:06:37.1400000
AW00022424,France,2024-12-30 14:06:37.1400000
AW00022425,France,2024-12-30 14:06:37.1400000
AW00022426,France,2024-12-30 14:06:37.1400000
AW00022427,United Kingdom,2024-12-30 14:06:37.1400000
AW00022428,United Kingdom,2024-12-30 14:06:37.1400000
AW00022429,United Kingdom,2024-12-30 14:06:37.1400000
AW00022430,France,2024-12-30 14:06:37.1400000
AW00022431,France,2024-12-30 14:06:37.1400000
AW00022432,Germany,2024-12-30 14:06:37.1400000
AW00022433,United Kingdom,2024-12-30 14:06:37.1400000
AW00022434,United Kingdom,2024-12-30 14:06:37.1400000
AW00022435,France,2024-12-30 14:06:37.1400000
AW00022436,Germany,2024-12-30 14:06:37.1400000
AW00022437,United Kingdom,2024-12-30 14:06:37.1400000
AW00022438,France,2024-12-30 14:06:37.1400000
AW00022439,United Kingdom,2024-12-30 14:06:37.1400000
AW00022440,France,2024-12-30 14:06:37.1400000
AW00022441,Germany,2024-12-30 14:06:37.1400000
AW00022442,United Kingdom,2024-12-30 14:06:37.1400000
AW00022443,France,2024-12-30 14:06:37.1400000
AW00022444,Germany,2024-12-30 14:06:37.1400000
AW00022445,France,2024-12-30 14:06:37.1400000
AW00022446,United Kingdom,2024-12-30 14:06:37.1400000
AW00022447,Germany,2024-12-30 14:06:37.1400000
AW00022448,France,2024-12-30 14:06:37.1400000
AW00022449,France,2024-12-30 14:06:37.1400000
AW00022450,Germany,2024-12-30 14:06:37.1400000
AW00022451,United Kingdom,2024-12-30 14:06:37.1400000
AW00022452,United Kingdom,2024-12-30 14:06:37.1400000
AW00022453,Germany,2024-12-30 14:06:37.1400000
AW00022454,United Kingdom,2024-12-30 14:06:37.1400000
AW00022455,Germany,2024-12-30 14:06:37.1400000
AW00022456,United Kingdom,2024-12-30 14:06:37.1400000
AW00022457,United Kingdom,2024-12-30 14:06:37.1400000
AW00022458,France,2024-12-30 14:06:37.1400000
AW00022459,Germany,2024-12-30 14:06:37.1400000
AW00022460,United Kingdom,2024-12-30 14:06:37.1400000
AW00022461,United Kingdom,2024-12-30 14:06:37.1400000
AW00022462,Germany,2024-12-30 14:06:37.1400000
AW00022463,France,2024-12-30 14:06:37.1400000
AW00022464,France,2024-12-30 14:06:37.1400000
AW00022465,France,2024-12-30 14:06:37.1400000
AW00022466,France,2024-12-30 14:06:37.1400000
AW00022467,United Kingdom,2024-12-30 14:06:37.1400000
AW00022468,United Kingdom,2024-12-30 14:06:37.1400000
AW00022469,Germany,2024-12-30 14:06:37.1400000
AW00022470,United Kingdom,2024-12-30 14:06:37.1400000
AW00022471,France,2024-12-30 14:06:37.1400000
AW00022472,France,2024-12-30 14:06:37.1400000
AW00022473,Germany,2024-12-30 14:06:37.1400000
AW00022474,Germany,2024-12-30 14:06:37.1400000
AW00022475,United Kingdom,2024-12-30 14:06:37.1400000
AW00022476,Germany,2024-12-30 14:06:37.1400000
AW00022477,Germany,2024-12-30 14:06:37.1400000
AW00022478,Germany,2024-12-30 14:06:37.1400000
AW00022479,Germany,2024-12-30 14:06:37.1400000
AW00022480,France,2024-12-30 14:06:37.1400000
AW00022481,Germany,2024-12-30 14:06:37.1400000
AW00022482,Germany,2024-12-30 14:06:37.1400000
AW00022483,France,2024-12-30 14:06:37.1400000
AW00022484,France,2024-12-30 14:06:37.1400000
